17695.32857142857,21159.14285714286
3035.775280898876,12387.022471910112
7931.19540229885,49090.862068965514
4276.78125,12298.234375
18902.882352941175,19436.62745098039
17642.985915492958,19474.87323943662
2147.205882352941,12440.529411764706
6707.590909090909,10615.469696969696
7985.428571428572,10540.6
24937.579545454544,28027.795454545456
7923.24,50637.58
16406.91304347826,19434.565217391304
6694.102040816327,50754.897959183676
14052.762711864407,35017.57627118644
9055.85,49087.725
15302.390625,10436.375
18798.071428571428,21054.60714285714
6649.9375,52370.354166666664
15183.70588235294,33208.82352941176
5407.3448275862065,12288.862068965518
18935.7,24714.4
18926.265625,12305.984375
17588.0,29699.433333333334
24956.949367088608,36845.74683544304
26198.372340425532,35058.89361702128
5744.25,52644.375
25006.364583333332,35069.364583333336
26173.271186440677,31595.406779661018
21313.927536231884,15865.217391304348
26208.246913580246,26303.48148148148
20070.245614035088,14167.368421052632
26209.878048780487,33319.54878048781
20012.159090909092,19558.886363636364
25000.561643835616,33331.95890410959
19984.387096774193,26409.74193548387
16418.68918918919,10494.932432432432
11565.923076923076,26297.423076923078
21203.44827586207,22882.08620689655
20047.516129032258,24715.16129032258
24993.867647058825,31538.426470588234
18852.6,22915.11111111111
18876.632653061224,26380.877551020407
22556.935483870966,17698.25806451613
23699.10843373494,19479.289156626506
15252.016666666666,28027.283333333333
10511.787234042553,49170.87234042553
14010.367647058823,26263.029411764706
9005.64,50508.92
14002.921875,29870.84375
21348.208333333332,24586.916666666668
