2992.8507462686566,12094.029850746268
4204.169491525424,12171.050847457627
7874.316326530612,48606.19387755102
7833.1612903225805,10407.370967741936
21153.8875,15614.65
21125.819277108432,17324.746987951807
18727.845070422536,22608.690140845072
18691.628571428573,20863.628571428573
5361.396551724138,12188.534482758621
26009.743902439026,31247.780487804877
23561.973684210527,19114.105263157893
16276.666666666666,20803.306666666667
5555.04255319149,50248.21276595745
9007.796296296296,48620.5
6566.317073170731,51579.90243902439
17440.328125,19327.71875
2143.2105263157896,12236.105263157895
6672.698630136986,50239.3698630137
6680.107692307693,10398.23076923077
19863.84931506849,26100.013698630137
19923.529411764706,19227.441176470587
22579.066666666666,19173.616666666665
7879.428571428572,50240.31746031746
24766.488372093023,36450.13953488372
27172.597402597403,32961.28571428572
5470.36,51845.18
25982.53086419753,25976.061728395063
25993.4625,27711.1625
22378.12676056338,17375.971830985916
24708.14457831325,27821.32530120482
16315.538461538461,19258.015384615384
27207.090909090908,31283.22077922078
21130.567567567567,26173.432432432433
25929.4,32932.9
19814.5,27711.846153846152
19964.346666666668,14021.92
10282.92,25996.0
24751.717391304348,20842.619565217392
18701.135135135137,24282.432432432433
24781.657894736843,25997.57894736842
17528.70238095238,22610.97619047619
18732.95294117647,26027.70588235294
3027.4166666666665,13945.0
17567.85714285714,12085.628571428571
12690.767857142857,31112.714285714286
10406.394366197183,48688.366197183095
10269.949152542373,29399.881355932204
18764.696428571428,19270.535714285714
11481.39393939394,31169.5
21227.02564102564,27854.576923076922
